po_id,po_date,supplier_id,part_id,warehouse,quantity_ordered,quantity_received,unit_cost,expected_delivery_date,actual_delivery_date,order_status,quantity_shortage,delivery_delay_days,order_value
PO00472,2026-05-15,S022,P037,Coimbatore,1266,1266,13500.0,2026-06-11,2026-06-11,Delivered,0,0,17091000.0
PO00473,2026-03-01,S008,P017,Coimbatore,226,226,7500.0,2026-03-18,2026-03-25,Late,0,7,1695000.0
PO00474,2025-09-27,S018,P030,Hosur,150,150,9000.0,2025-10-14,2025-10-15,Delivered,0,1,1350000.0
PO00475,2025-11-03,S024,P040,Chennai,1016,1016,4000.0,2025-11-26,2025-11-25,Delivered,0,-1,4064000.0
PO00476,2026-06-25,S011,P021,Chengalpattu,1801,1801,18000.0,2026-07-07,2026-07-06,Delivered,0,-1,32418000.0
PO00477,2025-07-09,S019,P032,Hosur,512,512,5000.0,2025-07-25,2025-07-26,Delivered,0,1,2560000.0
PO00478,2025-06-10,S001,P009,Coimbatore,1884,1884,6500.0,2025-06-26,2025-07-05,Late,0,9,12246000.0
PO00479,2025-03-21,S026,P042,Hosur,696,482,13500.0,2025-04-08,2025-04-11,Partial,214,3,9396000.0
PO00480,2026-03-27,S022,P037,Chengalpattu,1598,1598,13500.0,2026-04-23,2026-04-24,Delivered,0,1,21573000.0
PO00481,2025-11-15,S014,P029,Hosur,294,294,250.0,2025-11-29,2025-11-27,Delivered,0,-2,73500.0
PO00482,2025-11-24,S026,P042,Chengalpattu,1759,1759,13500.0,2025-12-12,2025-12-23,Late,0,11,23746500.0
PO00483,2025-06-03,S023,P039,Chennai,953,953,1800.0,2025-06-21,2025-06-19,Delivered,0,-2,1715400.0
PO00484,2026-01-26,S002,P010,Hosur,1058,1058,4500.0,2026-02-14,2026-02-13,Delivered,0,-1,4761000.0
PO00485,2025-04-19,S004,P002,Chengalpattu,1612,1612,4500.0,2025-05-11,2025-05-12,Delivered,0,1,7254000.0
PO00486,2026-03-06,S023,P038,Chengalpattu,1987,1987,9500.0,2026-03-24,2026-03-24,Delivered,0,0,18876500.0
PO00487,2026-04-16,S019,P031,Coimbatore,387,387,9500.0,2026-05-01,2026-04-29,Delivered,0,-2,3676500.0
PO00488,2025-04-18,S014,P027,Coimbatore,242,192,3500.0,2025-05-02,2025-05-05,Partial,50,3,847000.0
PO00489,2026-05-09,S001,P006,Coimbatore,1345,1345,8500.0,2026-05-24,2026-05-23,Delivered,0,-1,11432500.0
PO00490,2025-07-20,S003,P002,Hosur,1482,1482,4200.0,2025-08-14,2025-08-23,Late,0,9,6224400.0
PO00491,2026-01-01,S023,P039,Chennai,391,391,1800.0,2026-01-19,2026-01-26,Late,0,7,703800.0
PO00492,2026-08-08,S016,P025,Chengalpattu,1407,1407,14500.0,2026-08-30,2026-08-30,Delivered,0,0,20401500.0
PO00493,2026-01-12,S006,P012,Hosur,970,970,15000.0,2026-02-03,2026-02-15,Late,0,12,14550000.0
PO00494,2025-12-14,S002,P005,Hosur,1230,1230,16500.0,2026-01-02,2026-01-04,Delivered,0,2,20295000.0
PO00495,2026-06-14,S020,P034,Chennai,589,589,16000.0,2026-07-04,2026-07-03,Delivered,0,-1,9424000.0
PO00496,2025-09-22,S016,P027,Chennai,1931,1931,4000.0,2025-10-13,2025-10-12,Delivered,0,-1,7724000.0
PO00497,2025-05-27,S008,P019,Chengalpattu,295,295,3200.0,2025-06-13,2025-06-21,Late,0,8,944000.0
PO00498,2025-09-10,S001,P007,Chengalpattu,528,327,3200.0,2025-09-25,2025-09-29,Late + Partial,201,4,1689600.0
PO00499,2026-04-03,S007,P011,Chennai,1264,1264,48000.0,2026-05-01,2026-05-02,Delivered,0,1,60672000.0
PO00500,2025-02-03,S015,P029,Chengalpattu,900,900,280.0,2025-02-21,2025-02-20,Delivered,0,-1,252000.0
PO00501,2026-05-25,S020,P036,Chengalpattu,1826,1826,6000.0,2026-06-14,2026-06-13,Delivered,0,-1,10956000.0
PO00502,2025-05-27,S014,P027,Chengalpattu,231,231,3500.0,2025-06-10,2025-06-08,Delivered,0,-2,808500.0
PO00503,2025-12-20,S003,P002,Hosur,834,834,4200.0,2026-01-14,2026-01-18,Late,0,4,3502800.0
PO00504,2025-06-27,S005,P012,Chengalpattu,612,612,14000.0,2025-07-15,2025-07-15,Delivered,0,0,8568000.0
PO00505,2026-01-10,S022,P037,Hosur,1870,1673,13500.0,2026-02-06,2026-02-06,Partial,197,0,25245000.0
PO00506,2026-08-13,S008,P016,Coimbatore,598,598,28000.0,2026-08-31,2026-08-29,Delivered,0,-2,16744000.0
PO00507,2025-11-06,S005,P014,Hosur,571,504,18000.0,2025-11-26,2025-11-26,Partial,67,0,10278000.0
PO00508,2025-03-20,S008,P020,Hosur,536,436,1800.0,2025-04-06,2025-04-09,Partial,100,3,964800.0
PO00509,2026-02-27,S011,P023,Chengalpattu,613,512,3500.0,2026-03-11,2026-03-10,Partial,101,-1,2145500.0
PO00510,2025-08-08,S017,P031,Hosur,1006,1006,8500.0,2025-08-18,2025-08-18,Delivered,0,0,8551000.0
PO00511,2026-04-04,S016,P025,Hosur,219,219,14500.0,2026-04-26,2026-05-05,Late,0,9,3175500.0
PO00512,2026-03-18,S025,P045,Chennai,508,508,10000.0,2026-03-30,2026-04-02,Late,0,3,5080000.0
PO00513,2025-04-13,S002,P010,Chengalpattu,1930,1930,4500.0,2025-05-02,2025-05-10,Late,0,8,8685000.0
PO00514,2025-02-02,S004,P002,Chengalpattu,1717,1717,4500.0,2025-02-24,2025-02-24,Delivered,0,0,7726500.0
PO00515,2026-05-07,S001,P003,Chennai,868,868,3200.0,2026-05-22,2026-05-23,Delivered,0,1,2777600.0
PO00516,2026-06-24,S019,P032,Hosur,1402,1185,5000.0,2026-07-10,2026-07-11,Partial,217,1,7010000.0
PO00517,2025-03-08,S010,P020,Chennai,874,874,2100.0,2025-04-01,2025-03-30,Delivered,0,-2,1835400.0
PO00518,2025-01-17,S010,P016,Chengalpattu,613,613,32000.0,2025-02-11,2025-02-12,Delivered,0,1,19616000.0
PO00519,2025-07-14,S001,P010,Coimbatore,674,674,4200.0,2025-07-29,2025-08-06,Late,0,8,2830800.0
PO00520,2025-08-26,S018,P030,Hosur,638,416,9000.0,2025-09-12,2025-09-23,Late + Partial,222,11,5742000.0
PO00521,2026-04-07,S004,P002,Hosur,734,734,4500.0,2026-04-29,2026-05-01,Delivered,0,2,3303000.0
PO00522,2025-08-24,S022,P037,Chengalpattu,1446,1446,13500.0,2025-09-20,2025-09-18,Delivered,0,-2,19521000.0
PO00523,2025-10-16,S012,P021,Hosur,1541,1541,20000.0,2025-11-01,2025-11-14,Late,0,13,30820000.0
PO00524,2025-05-09,S005,P014,Chennai,110,110,18000.0,2025-05-29,2025-05-31,Delivered,0,2,1980000.0
PO00525,2026-05-05,S006,P011,Chengalpattu,1444,1444,45000.0,2026-05-29,2026-05-30,Delivered,0,1,64980000.0
PO00526,2026-06-10,S026,P042,Chennai,1256,1256,13500.0,2026-06-28,2026-06-28,Delivered,0,0,16956000.0
PO00527,2025-06-29,S014,P029,Hosur,635,635,250.0,2025-07-13,2025-07-17,Late,0,4,158750.0
PO00528,2026-07-22,S008,P018,Hosur,678,678,16000.0,2026-08-09,2026-08-09,Delivered,0,0,10848000.0
PO00529,2025-05-02,S006,P012,Hosur,1347,1238,15000.0,2025-05-24,2025-05-27,Partial,109,3,20205000.0
PO00530,2025-11-23,S015,P026,Chennai,989,682,5000.0,2025-12-11,2025-12-13,Partial,307,2,4945000.0
PO00531,2025-04-20,S011,P021,Chennai,1086,1086,18000.0,2025-05-02,2025-05-02,Delivered,0,0,19548000.0
PO00532,2026-03-23,S002,P009,Coimbatore,222,222,7000.0,2026-04-12,2026-04-21,Late,0,9,1554000.0
PO00533,2026-04-20,S019,P030,Hosur,1023,824,8000.0,2026-05-05,2026-05-16,Late + Partial,199,11,8184000.0
PO00534,2026-08-11,S014,P026,Hosur,1947,1947,4500.0,2026-08-25,2026-09-07,Late,0,13,8761500.0
PO00535,2025-06-24,S017,P032,Chengalpattu,1403,1403,4500.0,2025-07-06,2025-07-07,Delivered,0,1,6313500.0
PO00536,2025-05-09,S001,P004,Chengalpattu,1647,1647,18000.0,2025-05-26,2025-06-07,Late,0,12,29646000.0
PO00537,2025-02-04,S002,P010,Hosur,1419,1419,4500.0,2025-02-23,2025-02-24,Delivered,0,1,6385500.0
PO00538,2025-06-28,S011,P021,Coimbatore,1380,1011,18000.0,2025-07-10,2025-07-11,Partial,369,1,24840000.0
PO00539,2026-04-03,S011,P022,Chengalpattu,768,768,4500.0,2026-04-15,2026-04-13,Delivered,0,-2,3456000.0
PO00540,2026-07-30,S024,P038,Coimbatore,941,941,10500.0,2026-08-22,2026-08-31,Late,0,9,9880500.0
PO00541,2025-05-19,S008,P016,Chengalpattu,1915,1915,28000.0,2025-06-06,2025-06-15,Late,0,9,53620000.0
PO00542,2025-12-13,S025,P043,Coimbatore,878,878,8500.0,2025-12-25,2026-01-01,Late,0,7,7463000.0
PO00543,2025-11-11,S021,P035,Hosur,1212,778,9500.0,2025-12-05,2025-12-12,Late + Partial,434,7,11514000.0
PO00544,2025-08-15,S014,P029,Chennai,490,490,250.0,2025-08-29,2025-08-30,Delivered,0,1,122500.0
PO00545,2025-11-14,S004,P002,Coimbatore,509,509,4500.0,2025-12-06,2025-12-04,Delivered,0,-2,2290500.0
PO00546,2025-07-12,S009,P018,Chengalpattu,997,997,17500.0,2025-08-03,2025-08-04,Delivered,0,1,17447500.0
PO00547,2025-02-22,S002,P007,Hosur,1876,1636,3500.0,2025-03-12,2025-03-12,Partial,240,0,6566000.0
PO00548,2026-05-28,S002,P006,Chennai,1227,1227,9000.0,2026-06-15,2026-06-13,Delivered,0,-2,11043000.0
PO00549,2026-07-10,S001,P003,Chengalpattu,1924,1924,3200.0,2026-07-25,2026-07-25,Delivered,0,0,6156800.0
PO00550,2025-04-22,S014,P026,Coimbatore,891,891,4500.0,2025-05-06,2025-05-08,Delivered,0,2,4009500.0
PO00551,2026-06-03,S002,P007,Chengalpattu,210,210,3500.0,2026-06-21,2026-06-22,Delivered,0,1,735000.0
PO00552,2025-03-05,S002,P010,Chennai,104,104,4500.0,2025-03-24,2025-03-26,Delivered,0,2,468000.0
PO00553,2026-03-19,S002,P006,Chengalpattu,1359,1359,9000.0,2026-04-06,2026-04-04,Delivered,0,-2,12231000.0
PO00554,2025-02-17,S017,P031,Chennai,1369,1369,8500.0,2025-02-27,2025-02-27,Delivered,0,0,11636500.0
PO00555,2026-03-03,S019,P031,Coimbatore,1963,1963,9500.0,2026-03-18,2026-03-20,Delivered,0,2,18648500.0
PO00556,2026-05-07,S024,P039,Coimbatore,1912,1912,2100.0,2026-05-30,2026-05-31,Delivered,0,1,4015200.0
PO00557,2025-08-17,S002,P006,Coimbatore,824,824,9000.0,2025-09-04,2025-09-04,Delivered,0,0,7416000.0
PO00558,2026-04-30,S002,P008,Chennai,700,700,1950.0,2026-05-19,2026-05-21,Delivered,0,2,1365000.0
PO00559,2025-05-21,S007,P011,Chengalpattu,1634,1108,48000.0,2025-06-18,2025-06-17,Partial,526,-1,78432000.0
PO00560,2025-01-20,S001,P001,Chengalpattu,1923,1923,85000.0,2025-02-04,2025-02-17,Late,0,13,163455000.0
PO00561,2025-09-03,S011,P023,Hosur,882,882,3500.0,2025-09-15,2025-09-15,Delivered,0,0,3087000.0
PO00562,2025-01-08,S026,P044,Hosur,243,171,15500.0,2025-01-27,2025-02-07,Late + Partial,72,11,3766500.0
PO00563,2025-01-24,S013,P024,Chengalpattu,924,924,1100.0,2025-02-12,2025-02-10,Delivered,0,-2,1016400.0
PO00564,2025-12-16,S002,P001,Chengalpattu,1770,1770,88000.0,2026-01-03,2026-01-01,Delivered,0,-2,155760000.0
PO00565,2025-12-04,S024,P039,Chennai,549,407,2100.0,2025-12-27,2026-01-07,Late + Partial,142,11,1152900.0
PO00566,2026-04-20,S024,P038,Coimbatore,1711,1711,10500.0,2026-05-13,2026-05-11,Delivered,0,-2,17965500.0
PO00567,2026-05-21,S026,P045,Coimbatore,1445,1445,11500.0,2026-06-08,2026-06-07,Delivered,0,-1,16617500.0
PO00568,2025-03-27,S002,P005,Chengalpattu,1679,1679,16500.0,2025-04-15,2025-04-16,Delivered,0,1,27703500.0
PO00569,2025-12-05,S020,P036,Chennai,518,413,6000.0,2025-12-25,2026-01-03,Late + Partial,105,9,3108000.0
PO00570,2026-08-13,S004,P002,Chengalpattu,737,737,4500.0,2026-09-04,2026-09-18,Late,0,14,3316500.0
PO00571,2025-04-29,S010,P020,Chengalpattu,106,106,2100.0,2025-05-23,2025-05-22,Delivered,0,-1,222600.0
PO00572,2025-08-04,S017,P032,Hosur,1166,788,4500.0,2025-08-16,2025-08-25,Late + Partial,378,9,5247000.0
PO00573,2025-07-24,S024,P039,Coimbatore,1411,1411,2100.0,2025-08-16,2025-08-26,Late,0,10,2963100.0
PO00574,2026-01-21,S015,P029,Coimbatore,1624,1624,280.0,2026-02-08,2026-02-16,Late,0,8,454720.0
PO00575,2025-03-20,S016,P027,Hosur,1921,1921,4000.0,2025-04-10,2025-04-16,Late,0,6,7684000.0
PO00576,2025-02-23,S022,P037,Hosur,420,420,13500.0,2025-03-22,2025-03-21,Delivered,0,-1,5670000.0
PO00577,2025-03-09,S011,P023,Coimbatore,1249,1249,3500.0,2025-03-21,2025-03-21,Delivered,0,0,4371500.0
PO00578,2026-04-02,S009,P016,Hosur,840,840,30000.0,2026-04-23,2026-05-02,Late,0,9,25200000.0
PO00579,2026-05-10,S012,P021,Chennai,638,560,20000.0,2026-05-26,2026-05-25,Partial,78,-1,12760000.0
PO00580,2025-09-28,S001,P006,Coimbatore,1397,1397,8500.0,2025-10-13,2025-10-12,Delivered,0,-1,11874500.0
PO00581,2026-02-16,S014,P029,Coimbatore,1381,1381,250.0,2026-03-02,2026-03-02,Delivered,0,0,345250.0
PO00582,2026-08-08,S025,P042,Coimbatore,1478,1478,12000.0,2026-08-20,2026-08-19,Delivered,0,-1,17736000.0
PO00583,2026-02-11,S024,P040,Chengalpattu,640,640,4000.0,2026-03-06,2026-03-08,Delivered,0,2,2560000.0
PO00584,2025-10-30,S025,P044,Hosur,437,437,14000.0,2025-11-12,2025-11-21,Late,0,9,6118000.0
PO00585,2025-03-02,S015,P029,Coimbatore,366,366,280.0,2025-03-20,2025-04-02,Late,0,13,102480.0
PO00586,2026-04-03,S007,P013,Coimbatore,1337,1337,31000.0,2026-04-29,2026-05-04,Late,0,5,41447000.0
PO00587,2025-06-02,S009,P019,Chengalpattu,628,628,3500.0,2025-06-23,2025-06-25,Delivered,0,2,2198000.0
PO00588,2025-08-30,S001,P007,Chennai,233,233,3200.0,2025-09-14,2025-09-12,Delivered,0,-2,745600.0
PO00589,2025-03-27,S026,P042,Hosur,772,772,13500.0,2025-04-14,2025-04-13,Delivered,0,-1,10422000.0
PO00590,2026-05-18,S008,P017,Coimbatore,1888,1033,7500.0,2026-06-04,2026-06-08,Late + Partial,855,4,14160000.0
PO00591,2026-08-07,S007,P014,Chennai,1305,1305,20000.0,2026-09-01,2026-09-06,Late,0,5,26100000.0
PO00592,2026-01-22,S014,P027,Hosur,868,868,3500.0,2026-02-05,2026-02-05,Delivered,0,0,3038000.0
PO00593,2025-09-16,S015,P029,Chengalpattu,1350,1350,280.0,2025-10-04,2025-10-15,Late,0,11,378000.0
PO00594,2026-01-30,S008,P017,Chennai,365,365,7500.0,2026-02-16,2026-02-18,Delivered,0,2,2737500.0
PO00595,2025-08-30,S013,P024,Hosur,146,146,1100.0,2025-09-18,2025-09-19,Delivered,0,1,160600.0
PO00596,2026-08-14,S026,P045,Hosur,1779,1779,11500.0,2026-09-01,2026-09-01,Delivered,0,0,20458500.0
PO00597,2025-01-18,S009,P019,Chengalpattu,1879,1879,3500.0,2025-02-08,2025-02-07,Delivered,0,-1,6576500.0
PO00598,2025-06-06,S008,P019,Chengalpattu,1378,997,3200.0,2025-06-23,2025-06-26,Partial,381,3,4409600.0
PO00599,2025-02-04,S014,P027,Coimbatore,1360,1360,3500.0,2025-02-18,2025-02-20,Delivered,0,2,4760000.0
PO00600,2026-07-09,S008,P020,Chengalpattu,399,399,1800.0,2026-07-26,2026-07-27,Delivered,0,1,718200.0
PO00601,2026-03-02,S022,P037,Chengalpattu,943,943,13500.0,2026-03-29,2026-03-29,Delivered,0,0,12730500.0
PO00602,2025-12-07,S026,P041,Chennai,1302,1302,58000.0,2025-12-25,2026-01-02,Late,0,8,75516000.0
PO00603,2026-08-09,S026,P041,Hosur,1034,1034,58000.0,2026-08-27,2026-08-26,Delivered,0,-1,59972000.0
PO00604,2025-02-18,S012,P021,Chengalpattu,777,777,20000.0,2025-03-06,2025-03-08,Delivered,0,2,15540000.0
PO00605,2026-06-16,S020,P035,Chennai,1693,1693,8500.0,2026-07-06,2026-07-04,Delivered,0,-2,14390500.0
PO00606,2025-01-04,S008,P018,Coimbatore,123,105,16000.0,2025-01-22,2025-01-21,Partial,18,-1,1968000.0
PO00607,2025-06-10,S024,P038,Chennai,1849,1849,10500.0,2025-07-03,2025-07-11,Late,0,8,19414500.0
PO00608,2026-06-04,S012,P021,Chengalpattu,1505,1326,20000.0,2026-06-20,2026-06-23,Partial,179,3,30100000.0
PO00609,2026-01-29,S025,P044,Chennai,1768,1768,14000.0,2026-02-11,2026-02-09,Delivered,0,-2,24752000.0
PO00610,2026-08-13,S023,P039,Coimbatore,1971,1971,1800.0,2026-08-31,2026-09-05,Late,0,5,3547800.0
PO00611,2026-02-09,S015,P025,Hosur,1077,1077,13500.0,2026-02-27,2026-02-27,Delivered,0,0,14539500.0
PO00612,2025-08-12,S007,P013,Chennai,673,673,31000.0,2025-09-07,2025-09-20,Late,0,13,20863000.0
PO00613,2025-05-11,S014,P027,Hosur,1145,1145,3500.0,2025-05-25,2025-05-29,Late,0,4,4007500.0
PO00614,2025-10-14,S010,P016,Hosur,1382,1382,32000.0,2025-11-08,2025-11-10,Delivered,0,2,44224000.0
PO00615,2026-02-28,S015,P029,Hosur,330,330,280.0,2026-03-18,2026-03-20,Delivered,0,2,92400.0
PO00616,2025-05-23,S021,P036,Coimbatore,990,641,7000.0,2025-06-16,2025-06-17,Partial,349,1,6930000.0
PO00617,2026-03-24,S001,P009,Chennai,1714,1420,6500.0,2026-04-09,2026-04-09,Partial,294,0,11141000.0
PO00618,2025-12-14,S024,P040,Chennai,1298,1298,4000.0,2026-01-06,2026-01-08,Delivered,0,2,5192000.0
PO00619,2025-05-10,S007,P011,Hosur,1887,1887,48000.0,2025-06-07,2025-06-07,Delivered,0,0,90576000.0
PO00620,2025-12-31,S004,P002,Hosur,302,302,4500.0,2026-01-22,2026-01-22,Delivered,0,0,1359000.0
PO00621,2025-01-11,S024,P040,Chennai,1361,1361,4000.0,2025-02-03,2025-02-01,Delivered,0,-2,5444000.0
PO00622,2025-03-07,S010,P020,Coimbatore,626,626,2100.0,2025-03-31,2025-04-02,Delivered,0,2,1314600.0
PO00623,2026-06-12,S013,P021,Coimbatore,576,576,22000.0,2026-07-02,2026-07-02,Delivered,0,0,12672000.0
PO00624,2025-10-18,S025,P045,Chennai,1915,1915,10000.0,2025-10-30,2025-10-28,Delivered,0,-2,19150000.0
PO00625,2025-09-22,S025,P041,Chennai,302,302,55000.0,2025-10-04,2025-10-05,Delivered,0,1,16610000.0
PO00626,2026-04-06,S001,P004,Hosur,1035,1035,18000.0,2026-04-23,2026-05-05,Late,0,12,18630000.0
PO00627,2025-09-12,S002,P007,Chengalpattu,1285,1285,3500.0,2025-09-30,2025-09-28,Delivered,0,-2,4497500.0
PO00628,2025-12-01,S021,P036,Hosur,1578,1578,7000.0,2025-12-25,2026-01-08,Late,0,14,11046000.0
PO00629,2026-06-29,S015,P025,Coimbatore,512,435,13500.0,2026-07-17,2026-07-20,Partial,77,3,6912000.0
PO00630,2025-10-23,S001,P008,Chengalpattu,1481,1481,1800.0,2025-11-07,2025-11-06,Delivered,0,-1,2665800.0
PO00631,2025-01-09,S015,P025,Chengalpattu,321,321,13500.0,2025-01-27,2025-01-27,Delivered,0,0,4333500.0
PO00632,2025-01-11,S001,P009,Chengalpattu,968,968,6500.0,2025-01-27,2025-02-09,Late,0,13,6292000.0
PO00633,2025-02-15,S006,P012,Chennai,785,785,15000.0,2025-03-09,2025-03-07,Delivered,0,-2,11775000.0
PO00634,2025-11-12,S009,P017,Hosur,502,502,8200.0,2025-12-03,2025-12-03,Delivered,0,0,4116400.0
PO00635,2026-02-12,S008,P018,Coimbatore,1850,1850,16000.0,2026-03-02,2026-03-04,Delivered,0,2,29600000.0
PO00636,2026-05-04,S022,P037,Hosur,1181,1181,13500.0,2026-05-31,2026-05-30,Delivered,0,-1,15943500.0
PO00637,2025-08-15,S024,P040,Chengalpattu,1838,1617,4000.0,2025-09-07,2025-09-07,Partial,221,0,7352000.0
PO00638,2026-08-24,S001,P009,Hosur,921,921,6500.0,2026-09-09,2026-09-14,Late,0,5,5986500.0
PO00639,2025-07-13,S023,P038,Hosur,637,637,9500.0,2025-07-31,2025-08-02,Delivered,0,2,6051500.0
PO00640,2025-03-20,S013,P024,Coimbatore,1259,1259,1100.0,2025-04-08,2025-04-08,Delivered,0,0,1384900.0
PO00641,2026-01-21,S012,P021,Chennai,1772,1772,20000.0,2026-02-06,2026-02-07,Delivered,0,1,35440000.0
PO00642,2025-10-03,S026,P044,Chengalpattu,924,924,15500.0,2025-10-22,2025-10-23,Delivered,0,1,14322000.0
PO00643,2025-06-06,S013,P024,Coimbatore,1257,1257,1100.0,2025-06-25,2025-06-26,Delivered,0,1,1382700.0
PO00644,2025-01-25,S012,P023,Chengalpattu,399,399,3800.0,2025-02-10,2025-02-16,Late,0,6,1516200.0
PO00645,2025-07-16,S006,P012,Chengalpattu,1727,1727,15000.0,2025-08-07,2025-08-05,Delivered,0,-2,25905000.0
PO00646,2026-08-19,S016,P027,Hosur,656,656,4000.0,2026-09-09,2026-09-20,Late,0,11,2624000.0
PO00647,2026-03-14,S015,P029,Coimbatore,406,406,280.0,2026-04-01,2026-04-03,Delivered,0,2,113680.0
PO00648,2025-07-26,S011,P021,Coimbatore,1448,736,18000.0,2025-08-07,2025-08-11,Late + Partial,712,4,26064000.0
PO00649,2026-02-25,S025,P045,Hosur,772,706,10000.0,2026-03-09,2026-03-09,Partial,66,0,7720000.0
PO00650,2025-08-08,S021,P035,Chengalpattu,1077,1077,9500.0,2025-09-01,2025-09-04,Late,0,3,10231500.0
PO00651,2025-03-09,S024,P038,Chengalpattu,206,159,10500.0,2025-04-01,2025-04-04,Partial,47,3,2163000.0
PO00652,2026-04-25,S011,P024,Chengalpattu,516,432,900.0,2026-05-07,2026-05-10,Late + Partial,84,3,464400.0
PO00653,2025-07-30,S021,P036,Chengalpattu,1916,1916,7000.0,2025-08-23,2025-08-25,Delivered,0,2,13412000.0
PO00654,2025-05-30,S014,P027,Chennai,1859,1859,3500.0,2025-06-13,2025-06-11,Delivered,0,-2,6506500.0
PO00655,2025-09-20,S025,P041,Chengalpattu,1174,1174,55000.0,2025-10-02,2025-10-02,Delivered,0,0,64570000.0
PO00656,2025-05-05,S008,P016,Chengalpattu,1979,1979,28000.0,2025-05-23,2025-05-23,Delivered,0,0,55412000.0
PO00657,2026-08-12,S023,P038,Chengalpattu,1570,1570,9500.0,2026-08-30,2026-08-29,Delivered,0,-1,14915000.0
PO00658,2025-07-31,S026,P042,Chengalpattu,1839,1147,13500.0,2025-08-18,2025-08-18,Partial,692,0,24826500.0
PO00659,2026-01-23,S008,P016,Chengalpattu,1230,1086,28000.0,2026-02-10,2026-02-10,Partial,144,0,34440000.0
PO00660,2026-08-17,S002,P006,Chengalpattu,140,140,9000.0,2026-09-04,2026-09-04,Delivered,0,0,1260000.0
PO00661,2025-02-28,S005,P011,Chennai,1675,1675,42000.0,2025-03-20,2025-03-21,Delivered,0,1,70350000.0
PO00662,2025-09-20,S011,P022,Hosur,114,114,4500.0,2025-10-02,2025-09-30,Delivered,0,-2,513000.0
PO00663,2026-05-17,S014,P027,Chennai,437,277,3500.0,2026-05-31,2026-06-12,Late + Partial,160,12,1529500.0
PO00664,2026-03-21,S001,P001,Chennai,391,391,85000.0,2026-04-05,2026-04-03,Delivered,0,-2,33235000.0
PO00665,2026-01-12,S010,P020,Coimbatore,663,568,2100.0,2026-02-05,2026-02-12,Late + Partial,95,7,1392300.0
PO00666,2025-11-05,S014,P025,Chengalpattu,160,160,12000.0,2025-11-19,2025-11-21,Delivered,0,2,1920000.0
PO00667,2025-03-29,S016,P027,Chengalpattu,1243,1243,4000.0,2025-04-19,2025-04-19,Delivered,0,0,4972000.0
PO00668,2026-06-17,S011,P021,Chennai,1752,939,18000.0,2026-06-29,2026-07-13,Late + Partial,813,14,31536000.0
PO00669,2025-11-06,S002,P010,Coimbatore,193,193,4500.0,2025-11-25,2025-11-23,Delivered,0,-2,868500.0
PO00670,2025-02-07,S024,P039,Coimbatore,1189,1189,2100.0,2025-03-02,2025-03-02,Delivered,0,0,2496900.0
PO00671,2025-05-12,S014,P026,Hosur,1221,1221,4500.0,2025-05-26,2025-05-24,Delivered,0,-2,5494500.0
PO00672,2025-07-25,S025,P042,Hosur,735,735,12000.0,2025-08-06,2025-08-04,Delivered,0,-2,8820000.0
PO00673,2026-03-14,S020,P034,Hosur,850,758,16000.0,2026-04-03,2026-04-16,Late + Partial,92,13,13600000.0
PO00674,2026-07-12,S012,P021,Hosur,303,233,20000.0,2026-07-28,2026-07-28,Partial,70,0,6060000.0
PO00675,2025-06-05,S008,P019,Chengalpattu,614,614,3200.0,2025-06-22,2025-07-05,Late,0,13,1964800.0
PO00676,2026-02-13,S026,P043,Coimbatore,982,982,9500.0,2026-03-03,2026-03-01,Delivered,0,-2,9329000.0
PO00677,2025-03-29,S006,P012,Hosur,1109,1109,15000.0,2025-04-20,2025-04-18,Delivered,0,-2,16635000.0
PO00678,2025-11-14,S026,P043,Hosur,859,859,9500.0,2025-12-02,2025-11-30,Delivered,0,-2,8160500.0
PO00679,2026-07-10,S001,P007,Chengalpattu,581,476,3200.0,2026-07-25,2026-07-25,Partial,105,0,1859200.0
PO00680,2025-09-11,S022,P037,Chengalpattu,366,366,13500.0,2025-10-08,2025-10-17,Late,0,9,4941000.0
PO00681,2025-04-09,S020,P037,Coimbatore,609,609,12000.0,2025-04-29,2025-04-28,Delivered,0,-1,7308000.0
PO00682,2026-03-16,S009,P017,Chengalpattu,1251,1251,8200.0,2026-04-06,2026-04-07,Delivered,0,1,10258200.0
PO00683,2025-07-23,S014,P027,Hosur,1614,1614,3500.0,2025-08-06,2025-08-07,Delivered,0,1,5649000.0
PO00684,2025-02-10,S009,P019,Chennai,719,719,3500.0,2025-03-03,2025-03-03,Delivered,0,0,2516500.0
PO00685,2026-07-03,S001,P004,Chennai,1064,1064,18000.0,2026-07-20,2026-07-29,Late,0,9,19152000.0
PO00686,2026-02-23,S023,P040,Chengalpattu,1424,1424,3500.0,2026-03-13,2026-03-15,Delivered,0,2,4984000.0
PO00687,2025-08-04,S002,P009,Chengalpattu,443,443,7000.0,2025-08-24,2025-08-23,Delivered,0,-1,3101000.0
PO00688,2025-12-31,S025,P044,Chennai,1160,1160,14000.0,2026-01-13,2026-01-26,Late,0,13,16240000.0
PO00689,2026-04-08,S013,P024,Hosur,1592,1592,1100.0,2026-04-27,2026-04-25,Delivered,0,-2,1751200.0
PO00690,2026-07-19,S026,P045,Chennai,1071,1071,11500.0,2026-08-06,2026-08-07,Delivered,0,1,12316500.0
PO00691,2025-06-23,S025,P044,Chennai,445,445,14000.0,2025-07-06,2025-07-04,Delivered,0,-2,6230000.0
