transaction_id,transaction_date,part_id,warehouse,transaction_type,quantity,reference_id
TXN000807,2025-12-20,P001,Chennai,RECEIPT,499,PO00141
TXN000808,2025-08-27,P041,Chennai,ISSUE,205,MO02608
TXN000809,2025-10-22,P022,Chennai,RECEIPT,640,PO00856
TXN000810,2025-11-21,P024,Chennai,RECEIPT,794,PO00305
TXN000811,2025-04-13,P032,Coimbatore,ISSUE,821,MO00193
TXN000812,2026-06-21,P003,Hosur,ISSUE,251,MO01789
TXN000813,2026-02-20,P043,Coimbatore,TRANSFER,794,TR00380
TXN000814,2025-03-14,P029,Chennai,ISSUE,632,MO01848
TXN000815,2025-12-02,P013,Chennai,TRANSFER,425,TR00499
TXN000816,2025-07-18,P002,Coimbatore,RECEIPT,718,PO01437
TXN000817,2026-03-05,P021,Coimbatore,TRANSFER,783,TR00899
TXN000818,2025-02-26,P001,Chennai,ISSUE,232,MO02706
TXN000819,2026-06-18,P044,Chengalpattu,RECEIPT,518,PO00716
TXN000820,2025-12-01,P019,Chennai,ISSUE,732,MO02164
TXN000821,2025-11-29,P003,Chennai,RECEIPT,557,PO00335
TXN000822,2025-11-19,P016,Chengalpattu,TRANSFER,851,TR00003
TXN000823,2025-02-28,P004,Hosur,ISSUE,951,MO02622
TXN000824,2025-05-02,P018,Coimbatore,ISSUE,479,MO02667
TXN000825,2025-03-03,P034,Coimbatore,ISSUE,256,MO02609
TXN000826,2026-04-27,P008,Chengalpattu,ISSUE,317,MO00719
TXN000827,2025-07-20,P025,Chennai,ISSUE,250,MO02362
TXN000828,2026-04-25,P005,Chengalpattu,ISSUE,314,MO02533
TXN000829,2026-07-25,P011,Chengalpattu,ISSUE,583,MO01289
TXN000830,2026-03-18,P023,Chengalpattu,ISSUE,401,MO02775
TXN000831,2026-05-05,P031,Coimbatore,ISSUE,485,MO01781
TXN000832,2026-03-21,P011,Hosur,RECEIPT,269,PO00267
TXN000833,2025-02-28,P003,Chengalpattu,RECEIPT,825,PO01064
TXN000834,2025-10-27,P037,Coimbatore,TRANSFER,395,TR00207
TXN000835,2025-06-27,P035,Chennai,ISSUE,396,MO00371
TXN000836,2026-01-04,P038,Coimbatore,ISSUE,384,MO02110
TXN000837,2025-08-10,P008,Chennai,RECEIPT,61,PO01153
TXN000838,2026-01-13,P021,Chennai,TRANSFER,622,TR00781
TXN000839,2026-08-09,P030,Chengalpattu,TRANSFER,999,TR00437
TXN000840,2025-12-06,P033,Chengalpattu,ISSUE,869,MO02388
TXN000841,2026-07-29,P041,Chennai,ISSUE,534,MO01094
TXN000842,2026-08-14,P006,Chennai,TRANSFER,517,TR00828
TXN000843,2025-08-05,P028,Hosur,ISSUE,56,MO00366
TXN000844,2026-03-31,P030,Chengalpattu,RECEIPT,104,PO00077
TXN000845,2025-11-27,P039,Hosur,TRANSFER,993,TR00182
TXN000846,2025-01-27,P002,Chengalpattu,ADJUSTMENT,39,ADJ00299
TXN000847,2026-07-27,P033,Coimbatore,TRANSFER,458,TR00451
TXN000848,2026-02-04,P018,Coimbatore,RECEIPT,253,PO00781
TXN000849,2026-05-14,P034,Coimbatore,RECEIPT,950,PO01995
TXN000850,2026-05-16,P044,Coimbatore,RECEIPT,803,PO00598
TXN000851,2025-04-24,P027,Coimbatore,ISSUE,433,MO00992
TXN000852,2025-08-23,P006,Chengalpattu,RECEIPT,442,PO01379
TXN000853,2025-05-05,P039,Chengalpattu,ISSUE,138,MO00339
TXN000854,2026-01-18,P042,Chengalpattu,ADJUSTMENT,70,ADJ00450
TXN000855,2025-10-03,P012,Chennai,ISSUE,48,MO02259
TXN000856,2026-06-24,P033,Chengalpattu,ISSUE,709,MO01339
TXN000857,2026-07-16,P044,Coimbatore,ISSUE,900,MO01782
TXN000858,2025-01-14,P042,Hosur,ISSUE,715,MO00288
TXN000859,2026-07-21,P018,Chennai,ISSUE,694,MO01746
TXN000860,2025-12-09,P044,Coimbatore,TRANSFER,425,TR00571
TXN000861,2026-04-03,P030,Chennai,ISSUE,918,MO01875
TXN000862,2026-02-10,P005,Coimbatore,ISSUE,726,MO02991
TXN000863,2026-03-10,P009,Chennai,TRANSFER,404,TR00434
TXN000864,2025-02-12,P006,Chennai,ISSUE,207,MO00780
TXN000865,2025-06-15,P044,Hosur,ISSUE,643,MO00090
TXN000866,2026-03-14,P027,Chennai,RECEIPT,538,PO01611
TXN000867,2025-05-30,P023,Chengalpattu,ISSUE,660,MO01053
TXN000868,2025-12-06,P023,Hosur,TRANSFER,628,TR00439
TXN000869,2026-06-03,P038,Hosur,ISSUE,976,MO00955
TXN000870,2025-06-30,P018,Chengalpattu,RECEIPT,215,PO00088
TXN000871,2025-06-28,P002,Coimbatore,RECEIPT,212,PO01829
TXN000872,2025-09-21,P033,Chennai,ISSUE,207,MO02655
TXN000873,2026-01-15,P010,Hosur,RECEIPT,743,PO01333
TXN000874,2025-03-05,P008,Chengalpattu,TRANSFER,810,TR00350
TXN000875,2025-04-08,P040,Coimbatore,ISSUE,946,MO01095
TXN000876,2025-10-03,P019,Hosur,RECEIPT,50,PO01382
TXN000877,2026-04-30,P017,Hosur,RECEIPT,84,PO01923
TXN000878,2026-08-07,P028,Hosur,RECEIPT,296,PO00236
TXN000879,2025-04-20,P035,Coimbatore,ISSUE,192,MO00904
TXN000880,2025-02-08,P014,Hosur,RECEIPT,540,PO01073
TXN000881,2025-02-05,P020,Chennai,RECEIPT,101,PO01818
TXN000882,2025-06-15,P031,Chengalpattu,RECEIPT,383,PO01880
TXN000883,2025-01-31,P001,Chengalpattu,RECEIPT,375,PO00011
TXN000884,2026-03-29,P029,Hosur,TRANSFER,192,TR00486
TXN000885,2025-12-21,P020,Chengalpattu,RECEIPT,940,PO01136
TXN000886,2025-03-06,P037,Hosur,TRANSFER,247,TR00735
TXN000887,2025-04-16,P039,Hosur,TRANSFER,181,TR00184
TXN000888,2025-03-30,P006,Chennai,RECEIPT,688,PO00530
TXN000889,2026-02-03,P008,Chengalpattu,ISSUE,106,MO01295
TXN000890,2026-06-09,P042,Coimbatore,RECEIPT,849,PO01056
TXN000891,2025-03-23,P001,Chengalpattu,ISSUE,845,MO01744
TXN000892,2025-02-07,P009,Coimbatore,ISSUE,211,MO02492
TXN000893,2025-01-18,P025,Chennai,TRANSFER,912,TR00439
TXN000894,2025-08-12,P038,Chengalpattu,ISSUE,830,MO02536
TXN000895,2025-08-17,P016,Chennai,ADJUSTMENT,-24,ADJ00188
TXN000896,2025-05-12,P004,Hosur,ISSUE,551,MO01096
TXN000897,2026-05-01,P032,Chennai,ISSUE,191,MO01446
TXN000898,2026-03-27,P034,Chengalpattu,RECEIPT,412,PO01667
TXN000899,2026-02-10,P023,Hosur,TRANSFER,608,TR00422
TXN000900,2025-07-04,P044,Coimbatore,ISSUE,6,MO01230
TXN000901,2025-03-17,P009,Coimbatore,TRANSFER,177,TR00827
TXN000902,2025-11-04,P017,Chennai,ISSUE,345,MO01151
TXN000903,2026-08-19,P032,Coimbatore,RECEIPT,487,PO00383
TXN000904,2025-10-03,P011,Chengalpattu,RECEIPT,500,PO00717
TXN000905,2025-09-30,P028,Hosur,RECEIPT,920,PO01082
TXN000906,2025-10-06,P011,Hosur,TRANSFER,686,TR00328
TXN000907,2025-08-17,P044,Coimbatore,RECEIPT,497,PO00156
TXN000908,2025-01-02,P002,Chennai,RECEIPT,758,PO00722
TXN000909,2025-01-13,P021,Chennai,ISSUE,608,MO00498
TXN000910,2025-06-20,P014,Hosur,TRANSFER,981,TR00606
TXN000911,2026-04-12,P001,Chengalpattu,RECEIPT,628,PO00143
TXN000912,2026-04-24,P026,Chengalpattu,ISSUE,565,MO02519
TXN000913,2025-11-04,P028,Chengalpattu,RECEIPT,649,PO01718
TXN000914,2025-04-08,P033,Chennai,ISSUE,720,MO01289
TXN000915,2025-08-25,P040,Coimbatore,ISSUE,974,MO01017
TXN000916,2025-07-09,P045,Chengalpattu,RECEIPT,268,PO01345
TXN000917,2025-05-19,P023,Chengalpattu,RECEIPT,615,PO01707
TXN000918,2026-05-21,P036,Chennai,RECEIPT,733,PO01749
TXN000919,2026-01-25,P019,Chengalpattu,TRANSFER,342,TR00946
TXN000920,2026-05-14,P036,Chennai,ISSUE,822,MO01736
TXN000921,2025-05-19,P004,Chennai,RECEIPT,856,PO00817
TXN000922,2025-04-14,P024,Coimbatore,RECEIPT,851,PO00871
TXN000923,2025-05-27,P006,Coimbatore,ISSUE,184,MO01052
TXN000924,2026-01-06,P029,Hosur,TRANSFER,244,TR00580
TXN000925,2025-02-27,P031,Hosur,TRANSFER,269,TR00308
TXN000926,2025-08-16,P018,Chengalpattu,ISSUE,247,MO02748
TXN000927,2025-12-21,P041,Coimbatore,RECEIPT,750,PO01896
TXN000928,2025-07-29,P036,Coimbatore,TRANSFER,816,TR00808
TXN000929,2026-04-17,P001,Coimbatore,ADJUSTMENT,13,ADJ00900
TXN000930,2026-01-02,P010,Chengalpattu,RECEIPT,912,PO00184
TXN000931,2026-06-21,P042,Chengalpattu,RECEIPT,511,PO00802
TXN000932,2025-03-14,P014,Hosur,RECEIPT,282,PO00916
TXN000933,2025-06-01,P024,Chengalpattu,ISSUE,5,MO01219
TXN000934,2025-09-28,P011,Coimbatore,RECEIPT,163,PO00460
TXN000935,2025-06-11,P040,Chennai,RECEIPT,983,PO00351
TXN000936,2025-05-12,P041,Chengalpattu,ISSUE,87,MO01712
TXN000937,2026-08-24,P044,Chengalpattu,RECEIPT,578,PO00670
TXN000938,2026-03-09,P032,Hosur,ISSUE,628,MO01493
TXN000939,2025-10-21,P028,Chennai,ISSUE,765,MO00250
TXN000940,2025-01-25,P017,Chengalpattu,ISSUE,789,MO00984
TXN000941,2025-04-22,P003,Hosur,ISSUE,364,MO01327
TXN000942,2025-07-11,P006,Chengalpattu,ISSUE,963,MO02186
TXN000943,2026-05-18,P013,Chengalpattu,RECEIPT,203,PO00573
TXN000944,2025-11-07,P028,Chennai,RECEIPT,549,PO00056
TXN000945,2025-07-16,P039,Chennai,ISSUE,585,MO01595
TXN000946,2025-01-30,P027,Hosur,ISSUE,779,MO02012
TXN000947,2026-03-21,P023,Chengalpattu,TRANSFER,893,TR00438
TXN000948,2026-05-10,P034,Hosur,ISSUE,674,MO01271
TXN000949,2026-03-15,P043,Chengalpattu,RECEIPT,278,PO00552
TXN000950,2025-07-10,P033,Coimbatore,ISSUE,490,MO02742
TXN000951,2025-01-22,P003,Chennai,ISSUE,678,MO02659
TXN000952,2026-06-13,P029,Chengalpattu,RECEIPT,602,PO01677
TXN000953,2026-08-13,P016,Hosur,ISSUE,429,MO02822
TXN000954,2025-03-13,P026,Hosur,RECEIPT,445,PO00655
TXN000955,2026-02-19,P029,Chennai,ISSUE,245,MO01016
TXN000956,2026-07-24,P030,Chengalpattu,RECEIPT,817,PO00407
TXN000957,2025-01-05,P039,Hosur,RECEIPT,986,PO01556
TXN000958,2025-05-26,P033,Hosur,ISSUE,388,MO02833
TXN000959,2026-01-19,P045,Hosur,TRANSFER,556,TR00887
TXN000960,2026-02-23,P022,Coimbatore,ISSUE,337,MO02467
TXN000961,2025-05-02,P003,Chengalpattu,ISSUE,432,MO02092
TXN000962,2025-05-25,P021,Chengalpattu,ISSUE,327,MO02411
TXN000963,2025-06-13,P013,Chennai,ISSUE,141,MO02874
TXN000964,2026-04-08,P003,Hosur,RECEIPT,751,PO01860
TXN000965,2025-07-09,P002,Coimbatore,RECEIPT,388,PO00429
TXN000966,2025-07-13,P019,Chengalpattu,ISSUE,287,MO00771
TXN000967,2025-06-20,P011,Chengalpattu,ISSUE,159,MO02249
TXN000968,2026-08-06,P002,Chennai,TRANSFER,504,TR00876
TXN000969,2025-11-09,P038,Coimbatore,ISSUE,976,MO02846
TXN000970,2025-07-16,P001,Hosur,ISSUE,885,MO02781
TXN000971,2026-01-17,P010,Chengalpattu,ISSUE,173,MO02711
TXN000972,2026-05-09,P032,Hosur,ISSUE,620,MO02967
TXN000973,2026-02-28,P005,Hosur,TRANSFER,890,TR00608
TXN000974,2025-01-06,P009,Chennai,TRANSFER,624,TR00376
TXN000975,2026-02-05,P045,Coimbatore,RECEIPT,96,PO01412
TXN000976,2026-02-20,P039,Chengalpattu,RECEIPT,726,PO01528
TXN000977,2025-05-30,P024,Coimbatore,TRANSFER,880,TR00759
TXN000978,2026-05-30,P009,Chennai,ADJUSTMENT,-41,ADJ00076
TXN000979,2025-04-23,P002,Hosur,ISSUE,251,MO00841
TXN000980,2025-06-24,P024,Hosur,ISSUE,69,MO02932
TXN000981,2025-08-25,P009,Coimbatore,ISSUE,248,MO02416
TXN000982,2026-05-05,P009,Chennai,ISSUE,494,MO01338
TXN000983,2025-01-25,P018,Coimbatore,TRANSFER,334,TR00355
TXN000984,2025-04-09,P014,Chengalpattu,RECEIPT,459,PO01547
TXN000985,2026-05-18,P018,Chennai,TRANSFER,721,TR00448
TXN000986,2025-05-01,P037,Chengalpattu,RECEIPT,810,PO00978
TXN000987,2025-08-29,P010,Coimbatore,RECEIPT,755,PO01554
TXN000988,2025-09-19,P040,Chennai,ISSUE,953,MO01388
TXN000989,2025-10-25,P010,Coimbatore,RECEIPT,76,PO01724
TXN000990,2026-04-19,P027,Chengalpattu,ADJUSTMENT,54,ADJ00283
TXN000991,2026-07-29,P024,Coimbatore,ISSUE,892,MO02060
TXN000992,2025-03-04,P042,Hosur,RECEIPT,253,PO00465
TXN000993,2025-03-31,P029,Chengalpattu,TRANSFER,720,TR00804
TXN000994,2025-03-17,P028,Hosur,RECEIPT,613,PO00926
TXN000995,2025-03-12,P024,Chengalpattu,RECEIPT,180,PO01148
TXN000996,2025-08-16,P011,Chennai,ISSUE,431,MO01460
TXN000997,2025-06-14,P009,Hosur,RECEIPT,27,PO01335
TXN000998,2025-06-13,P024,Chennai,RECEIPT,898,PO00918
TXN000999,2025-01-30,P025,Chengalpattu,RECEIPT,45,PO01811
TXN001000,2025-08-09,P016,Hosur,RECEIPT,868,PO00534
TXN001001,2026-07-04,P017,Chengalpattu,RECEIPT,582,PO01140
TXN001002,2025-01-09,P020,Coimbatore,TRANSFER,288,TR00388
TXN001003,2026-08-10,P030,Hosur,RECEIPT,677,PO00278
TXN001004,2026-08-12,P045,Chengalpattu,RECEIPT,810,PO00649
TXN001005,2025-05-27,P032,Coimbatore,ADJUSTMENT,58,ADJ00384
TXN001006,2026-02-19,P037,Chennai,ISSUE,339,MO01631
TXN001007,2025-05-18,P040,Chengalpattu,ISSUE,130,MO02242
TXN001008,2025-05-24,P032,Chengalpattu,ISSUE,16,MO02471
TXN001009,2025-05-09,P029,Coimbatore,ISSUE,907,MO00887
TXN001010,2025-11-02,P005,Chengalpattu,ISSUE,908,MO02655
TXN001011,2025-11-17,P002,Chennai,ISSUE,559,MO01205
TXN001012,2025-04-18,P021,Coimbatore,RECEIPT,531,PO00410
TXN001013,2026-05-08,P044,Hosur,ISSUE,195,MO00012
TXN001014,2025-07-01,P020,Hosur,TRANSFER,962,TR00817
TXN001015,2025-01-30,P008,Hosur,ISSUE,596,MO01120
TXN001016,2025-12-27,P028,Hosur,ISSUE,374,MO00554
TXN001017,2025-08-25,P035,Chennai,ISSUE,534,MO00185
TXN001018,2026-07-07,P040,Hosur,RECEIPT,336,PO00162
TXN001019,2025-01-12,P024,Hosur,ISSUE,424,MO00588
TXN001020,2026-05-20,P017,Chennai,ISSUE,738,MO01712
TXN001021,2025-11-17,P033,Coimbatore,ISSUE,435,MO02038
TXN001022,2025-03-19,P041,Hosur,ISSUE,194,MO00527
TXN001023,2025-05-05,P012,Chennai,ISSUE,871,MO00280
TXN001024,2025-05-08,P018,Hosur,ISSUE,314,MO00332
TXN001025,2026-02-24,P001,Chengalpattu,TRANSFER,22,TR00206
TXN001026,2026-03-16,P007,Chengalpattu,ADJUSTMENT,-5,ADJ00929
TXN001027,2025-10-21,P034,Chengalpattu,ISSUE,195,MO00663
TXN001028,2026-03-28,P029,Chennai,RECEIPT,661,PO01128
TXN001029,2026-01-31,P022,Hosur,ISSUE,912,MO01361
TXN001030,2026-07-12,P031,Coimbatore,ISSUE,800,MO01580
TXN001031,2026-07-10,P002,Chennai,ISSUE,610,MO02157
TXN001032,2025-07-25,P030,Chengalpattu,ISSUE,847,MO00043
TXN001033,2026-04-21,P043,Chennai,ISSUE,83,MO01134
TXN001034,2025-09-08,P011,Hosur,ISSUE,724,MO02339
TXN001035,2026-05-26,P036,Chennai,ISSUE,409,MO01986
TXN001036,2026-08-24,P033,Chennai,ISSUE,72,MO01271
TXN001037,2026-08-31,P025,Chengalpattu,RECEIPT,587,PO01959
TXN001038,2025-02-23,P024,Hosur,ISSUE,730,MO02576
TXN001039,2025-07-12,P003,Chengalpattu,ISSUE,895,MO02106
TXN001040,2025-11-22,P039,Coimbatore,RECEIPT,8,PO00029
TXN001041,2025-07-07,P003,Coimbatore,ISSUE,675,MO02757
TXN001042,2025-10-03,P042,Chengalpattu,ISSUE,73,MO01703
TXN001043,2025-04-12,P018,Coimbatore,ISSUE,987,MO02733
TXN001044,2026-03-17,P014,Chennai,ISSUE,86,MO01500
TXN001045,2025-02-12,P027,Coimbatore,ISSUE,211,MO02036
TXN001046,2025-01-26,P035,Hosur,ISSUE,919,MO00299
TXN001047,2026-03-16,P017,Chengalpattu,ISSUE,211,MO02800
TXN001048,2026-03-15,P039,Coimbatore,ISSUE,974,MO01803
TXN001049,2026-03-03,P025,Hosur,TRANSFER,275,TR00448
TXN001050,2025-08-08,P016,Chengalpattu,RECEIPT,577,PO01891
TXN001051,2026-01-11,P010,Chengalpattu,ISSUE,263,MO00267
TXN001052,2026-07-17,P019,Chennai,ADJUSTMENT,64,ADJ00046
TXN001053,2025-09-26,P016,Chengalpattu,TRANSFER,601,TR00381
TXN001054,2025-09-17,P037,Hosur,RECEIPT,75,PO01504
TXN001055,2026-06-07,P019,Coimbatore,ISSUE,348,MO01462
TXN001056,2026-05-13,P034,Coimbatore,ISSUE,540,MO00747
TXN001057,2025-02-23,P023,Chennai,ISSUE,541,MO01491
TXN001058,2026-07-01,P019,Chengalpattu,RECEIPT,798,PO00348
TXN001059,2026-02-18,P015,Coimbatore,ISSUE,500,MO00685
TXN001060,2025-12-24,P015,Hosur,TRANSFER,618,TR00507
TXN001061,2025-09-01,P027,Chennai,ISSUE,506,MO00422
TXN001062,2026-06-03,P005,Coimbatore,ISSUE,278,MO01873
TXN001063,2026-03-17,P039,Chennai,RECEIPT,391,PO01520
TXN001064,2026-05-28,P036,Hosur,ISSUE,748,MO02997
TXN001065,2026-03-03,P012,Hosur,RECEIPT,502,PO00730
TXN001066,2025-06-27,P038,Chennai,RECEIPT,457,PO00189
TXN001067,2025-10-19,P044,Chengalpattu,RECEIPT,946,PO00756
TXN001068,2026-01-12,P023,Coimbatore,ISSUE,658,MO01180
TXN001069,2026-07-13,P005,Chennai,RECEIPT,763,PO01211
TXN001070,2026-07-05,P042,Chengalpattu,ISSUE,304,MO00942
TXN001071,2026-06-26,P006,Chengalpattu,ISSUE,670,MO01302
TXN001072,2025-08-10,P013,Hosur,ISSUE,804,MO01554
TXN001073,2025-09-10,P038,Chennai,RECEIPT,257,PO00383
TXN001074,2026-01-25,P020,Hosur,ADJUSTMENT,-57,ADJ00712
TXN001075,2026-08-30,P007,Hosur,ISSUE,766,MO01381
TXN001076,2025-08-17,P016,Hosur,ISSUE,524,MO00862
TXN001077,2026-02-09,P010,Coimbatore,ADJUSTMENT,-72,ADJ00161
TXN001078,2026-05-02,P002,Chennai,ISSUE,885,MO00172
TXN001079,2026-02-26,P018,Hosur,ISSUE,421,MO01210
TXN001080,2026-01-13,P027,Chengalpattu,RECEIPT,523,PO00580
TXN001081,2025-04-08,P029,Hosur,RECEIPT,605,PO00022
TXN001082,2026-03-02,P015,Chengalpattu,TRANSFER,25,TR00503
TXN001083,2025-05-24,P038,Chennai,ISSUE,863,MO01703
TXN001084,2026-03-09,P003,Chengalpattu,RECEIPT,265,PO00954
TXN001085,2025-07-16,P005,Hosur,RECEIPT,554,PO01077
TXN001086,2025-05-03,P015,Coimbatore,RECEIPT,879,PO01411
TXN001087,2025-02-04,P004,Hosur,RECEIPT,518,PO01420
TXN001088,2025-05-27,P036,Hosur,ISSUE,67,MO00904
TXN001089,2025-06-24,P034,Coimbatore,RECEIPT,900,PO01715
TXN001090,2025-01-16,P031,Coimbatore,RECEIPT,333,PO01219
TXN001091,2025-11-29,P013,Chennai,ISSUE,327,MO02063
TXN001092,2026-02-12,P031,Hosur,TRANSFER,113,TR00997
TXN001093,2025-07-27,P007,Chennai,RECEIPT,622,PO01736
TXN001094,2025-01-12,P044,Chennai,RECEIPT,345,PO01489
TXN001095,2026-02-24,P035,Hosur,ISSUE,889,MO02219
TXN001096,2025-01-25,P025,Coimbatore,ISSUE,530,MO01165
TXN001097,2025-11-11,P020,Hosur,RECEIPT,444,PO01343
TXN001098,2025-06-04,P032,Chengalpattu,ISSUE,672,MO00111
TXN001099,2026-04-26,P021,Chengalpattu,ISSUE,68,MO00814
TXN001100,2026-06-02,P021,Hosur,RECEIPT,976,PO01816
TXN001101,2025-09-26,P045,Coimbatore,ISSUE,709,MO00148
TXN001102,2025-03-07,P033,Hosur,ISSUE,970,MO02039
TXN001103,2026-08-11,P003,Hosur,RECEIPT,495,PO00973
TXN001104,2025-05-27,P005,Coimbatore,RECEIPT,35,PO00999
TXN001105,2026-01-09,P042,Hosur,TRANSFER,557,TR00428
TXN001106,2026-03-16,P019,Chennai,ISSUE,502,MO01874
TXN001107,2025-10-16,P024,Coimbatore,RECEIPT,915,PO01564
TXN001108,2025-06-26,P029,Chengalpattu,TRANSFER,37,TR00410
TXN001109,2025-06-17,P014,Hosur,ISSUE,592,MO00294
TXN001110,2025-11-06,P020,Hosur,ISSUE,662,MO02576
TXN001111,2026-07-12,P031,Coimbatore,ISSUE,840,MO02284
TXN001112,2025-03-26,P032,Coimbatore,ISSUE,921,MO02113
TXN001113,2025-12-09,P025,Coimbatore,RECEIPT,939,PO01899
TXN001114,2026-05-06,P002,Chengalpattu,ISSUE,658,MO01879
TXN001115,2026-04-11,P015,Chennai,ISSUE,88,MO01327
TXN001116,2025-02-19,P024,Coimbatore,ISSUE,432,MO02388
TXN001117,2025-09-02,P006,Hosur,RECEIPT,109,PO01849
TXN001118,2025-04-22,P036,Chennai,ISSUE,813,MO01613
TXN001119,2026-08-27,P003,Coimbatore,RECEIPT,401,PO00028
TXN001120,2026-05-13,P009,Hosur,RECEIPT,297,PO00134
TXN001121,2025-03-16,P018,Chennai,RECEIPT,654,PO00834
TXN001122,2025-12-21,P003,Coimbatore,RECEIPT,225,PO01688
TXN001123,2025-12-10,P033,Hosur,ISSUE,749,MO01059
TXN001124,2026-03-05,P009,Chennai,RECEIPT,945,PO00508
TXN001125,2025-08-09,P003,Coimbatore,ISSUE,915,MO01943
TXN001126,2026-05-14,P034,Chennai,ISSUE,841,MO01665
TXN001127,2026-03-15,P016,Coimbatore,RECEIPT,402,PO01570
TXN001128,2025-01-21,P024,Chennai,ISSUE,634,MO01888
TXN001129,2025-01-10,P036,Coimbatore,RECEIPT,542,PO00756
TXN001130,2026-01-16,P019,Chengalpattu,RECEIPT,329,PO00479
TXN001131,2026-06-05,P045,Chengalpattu,ISSUE,621,MO01161
TXN001132,2025-05-23,P002,Chengalpattu,RECEIPT,611,PO01913
TXN001133,2025-03-20,P022,Chennai,ISSUE,658,MO00623
TXN001134,2025-11-26,P005,Chennai,TRANSFER,189,TR00095
TXN001135,2025-07-10,P045,Chengalpattu,ISSUE,366,MO02816
TXN001136,2026-04-30,P008,Hosur,RECEIPT,509,PO01322
TXN001137,2025-09-25,P001,Chengalpattu,ISSUE,549,MO01098
TXN001138,2025-07-18,P029,Chengalpattu,RECEIPT,130,PO01782
TXN001139,2026-05-02,P023,Chengalpattu,RECEIPT,853,PO01175
TXN001140,2025-07-16,P027,Hosur,ISSUE,735,MO02137
TXN001141,2025-07-02,P031,Hosur,RECEIPT,209,PO00493
TXN001142,2025-04-16,P004,Chennai,ISSUE,375,MO01606
TXN001143,2026-08-10,P029,Hosur,RECEIPT,886,PO00852
TXN001144,2026-04-12,P012,Chennai,RECEIPT,894,PO01391
TXN001145,2025-12-27,P039,Chengalpattu,TRANSFER,324,TR00015
TXN001146,2025-07-02,P028,Chengalpattu,TRANSFER,270,TR00945
TXN001147,2026-06-26,P038,Hosur,ISSUE,467,MO02353
TXN001148,2025-08-20,P030,Chengalpattu,ISSUE,691,MO01756
TXN001149,2025-09-30,P037,Chengalpattu,ISSUE,703,MO02221
TXN001150,2026-06-30,P042,Coimbatore,TRANSFER,548,TR00921
TXN001151,2025-05-14,P015,Chengalpattu,RECEIPT,285,PO01150
TXN001152,2025-06-01,P044,Coimbatore,ISSUE,331,MO02942
TXN001153,2025-06-15,P012,Chengalpattu,TRANSFER,189,TR00078
TXN001154,2026-07-20,P011,Hosur,RECEIPT,184,PO01895
TXN001155,2025-04-22,P017,Coimbatore,TRANSFER,736,TR00726
TXN001156,2025-07-10,P033,Coimbatore,RECEIPT,200,PO01336
TXN001157,2026-01-22,P002,Chengalpattu,ISSUE,758,MO02285
TXN001158,2026-04-09,P019,Coimbatore,ISSUE,230,MO00967
TXN001159,2025-10-25,P035,Coimbatore,RECEIPT,885,PO01953
TXN001160,2026-01-18,P029,Coimbatore,ISSUE,209,MO01413
TXN001161,2026-03-22,P021,Chengalpattu,TRANSFER,611,TR00116
TXN001162,2025-11-13,P019,Coimbatore,ISSUE,415,MO01809
TXN001163,2025-02-19,P026,Chengalpattu,RECEIPT,502,PO00718
TXN001164,2025-01-27,P040,Coimbatore,RECEIPT,271,PO00562
TXN001165,2026-01-22,P042,Coimbatore,RECEIPT,702,PO00559
TXN001166,2026-05-03,P041,Chennai,RECEIPT,352,PO01725
TXN001167,2025-01-01,P024,Chengalpattu,RECEIPT,546,PO01470
TXN001168,2025-12-15,P020,Chengalpattu,ISSUE,98,MO01106
TXN001169,2026-07-04,P024,Chennai,RECEIPT,14,PO00392
TXN001170,2025-12-23,P004,Hosur,ISSUE,974,MO00340
TXN001171,2025-10-18,P036,Chennai,ISSUE,485,MO02354
TXN001172,2025-09-30,P026,Chengalpattu,ISSUE,848,MO00442
TXN001173,2026-04-27,P025,Hosur,TRANSFER,862,TR00390
TXN001174,2025-03-10,P034,Coimbatore,TRANSFER,660,TR00448
TXN001175,2026-05-03,P003,Coimbatore,RECEIPT,713,PO00709
TXN001176,2025-12-08,P017,Chennai,RECEIPT,832,PO01750
TXN001177,2026-02-26,P021,Hosur,RECEIPT,251,PO00878
TXN001178,2025-04-07,P044,Hosur,ISSUE,513,MO00216
TXN001179,2025-10-10,P019,Chengalpattu,RECEIPT,683,PO00059
TXN001180,2026-03-15,P003,Chengalpattu,RECEIPT,228,PO01724
TXN001181,2026-08-22,P007,Hosur,RECEIPT,882,PO00874
TXN001182,2026-03-16,P006,Chengalpattu,ISSUE,18,MO02742
TXN001183,2025-10-22,P037,Chennai,ISSUE,189,MO00426
TXN001184,2025-07-01,P009,Coimbatore,ISSUE,499,MO01822
TXN001185,2025-03-12,P019,Hosur,ISSUE,248,MO00146
TXN001186,2026-04-15,P010,Coimbatore,ISSUE,506,MO00193
TXN001187,2025-12-29,P007,Hosur,ISSUE,797,MO02965
TXN001188,2025-10-25,P038,Chennai,RECEIPT,435,PO01720
TXN001189,2026-02-15,P005,Hosur,RECEIPT,934,PO00840
TXN001190,2026-06-20,P015,Hosur,RECEIPT,384,PO01455
TXN001191,2026-07-28,P007,Coimbatore,ISSUE,286,MO00989
TXN001192,2026-02-17,P012,Coimbatore,TRANSFER,499,TR00425
TXN001193,2025-06-07,P003,Hosur,TRANSFER,112,TR00402
TXN001194,2026-02-02,P007,Hosur,RECEIPT,471,PO00985
