supplier_id,supplier_code,component_id,performance_date,total_orders,on_time_orders,late_orders,ordered_quantity,received_quantity,defective_quantity,on_time_delivery_rate,fill_rate,defect_rate,average_delay_days,operational_score,risk_level
3,SUP003,12,2026-04-01,19,19,0,3464,3401,29,100.0,98.18,0.85,0.0,97.84,LOW
3,SUP003,11,2026-04-01,11,11,0,3865,3815,27,100.0,98.71,0.71,0.0,98.26,LOW
3,SUP003,13,2026-04-01,16,16,0,3710,3645,27,100.0,98.25,0.74,0.0,98.08,LOW
3,SUP003,10,2026-04-01,12,11,1,1500,1498,13,91.67,99.87,0.87,0.41,94.28,LOW
3,SUP003,14,2026-04-01,17,16,1,543,542,1,94.12,99.82,0.18,0.56,96.39,LOW
3,SUP003,10,2026-05-01,9,9,0,674,661,3,100.0,98.07,0.45,0.0,98.61,LOW
3,SUP003,13,2026-05-01,7,7,0,3585,3559,14,100.0,99.27,0.39,0.0,99.03,LOW
3,SUP003,12,2026-05-01,9,9,0,3780,3744,17,100.0,99.05,0.45,0.0,98.85,LOW
3,SUP003,11,2026-05-01,18,17,1,921,920,6,94.44,99.89,0.65,0.72,95.37,LOW
3,SUP003,14,2026-05-01,8,8,0,4823,4767,38,100.0,98.84,0.8,0.0,98.12,LOW
3,SUP003,11,2026-06-01,15,14,1,1767,1755,5,93.33,99.32,0.28,0.43,95.95,LOW
3,SUP003,13,2026-06-01,8,8,0,4812,4725,33,100.0,98.19,0.7,0.0,98.15,LOW
3,SUP003,10,2026-06-01,8,8,0,2181,2140,17,100.0,98.12,0.79,0.0,97.94,LOW
3,SUP003,12,2026-06-01,10,10,0,2315,2284,6,100.0,98.66,0.26,0.0,99.14,LOW
3,SUP003,14,2026-06-01,9,9,0,891,877,6,100.0,98.43,0.68,0.0,98.24,LOW
3,SUP003,12,2026-07-01,14,14,0,4846,4799,44,100.0,99.03,0.92,0.0,97.92,LOW
3,SUP003,13,2026-07-01,14,13,1,3470,3422,33,92.86,98.62,0.96,0.71,93.8,LOW
3,SUP003,14,2026-07-01,15,14,1,1408,1403,8,93.33,99.64,0.57,0.94,94.69,LOW
3,SUP003,10,2026-07-01,9,9,0,2408,2376,6,100.0,98.67,0.25,0.0,99.16,LOW
3,SUP003,11,2026-07-01,19,18,1,1441,1434,9,94.74,99.51,0.63,1.27,94.61,LOW
3,SUP003,13,2026-08-01,18,17,1,2355,2355,6,94.44,100.0,0.25,0.65,96.29,LOW
3,SUP003,10,2026-08-01,20,19,1,2771,2763,6,95.0,99.71,0.22,0.46,96.8,LOW
3,SUP003,14,2026-08-01,16,15,1,2481,2467,9,93.75,99.44,0.36,0.3,96.18,LOW
3,SUP003,11,2026-08-01,19,18,1,715,709,5,94.74,99.16,0.71,1.13,94.58,LOW
3,SUP003,12,2026-08-01,11,11,0,1709,1683,4,100.0,98.48,0.24,0.0,99.14,LOW
4,SUP004,19,2025-01-01,7,5,2,4259,3969,145,71.43,93.19,3.65,3.06,74.97,MEDIUM
4,SUP004,15,2025-01-01,11,8,3,3912,3501,123,72.73,89.49,3.51,5.09,71.8,MEDIUM
4,SUP004,18,2025-01-01,17,12,5,655,600,17,70.59,91.6,2.83,4.65,73.49,MEDIUM
4,SUP004,17,2025-01-01,17,13,4,3329,3189,60,76.47,95.79,1.88,4.48,79.05,MEDIUM
4,SUP004,16,2025-01-01,9,8,1,712,668,20,88.89,93.82,2.99,4.55,81.2,MEDIUM
4,SUP004,19,2025-02-01,11,9,2,2082,1861,76,81.82,89.39,4.08,6.59,72.02,MEDIUM
4,SUP004,16,2025-02-01,14,10,4,2632,2464,53,71.43,93.62,2.15,5.45,74.5,MEDIUM
4,SUP004,18,2025-02-01,9,7,2,4363,4144,154,77.78,94.98,3.72,3.25,77.55,MEDIUM
4,SUP004,17,2025-02-01,14,10,4,2480,2275,52,71.43,91.73,2.29,3.99,75.95,MEDIUM
4,SUP004,15,2025-02-01,11,8,3,4809,4441,171,72.73,92.35,3.85,5.03,71.93,MEDIUM
4,SUP004,16,2025-03-01,17,14,3,4523,4053,77,82.35,89.61,1.9,3.3,81.59,MEDIUM
4,SUP004,17,2025-03-01,7,5,2,3646,3461,95,71.43,94.93,2.74,6.85,71.54,MEDIUM
4,SUP004,15,2025-03-01,6,5,1,4351,3844,102,83.33,88.35,2.65,4.49,78.38,MEDIUM
4,SUP004,19,2025-03-01,19,15,4,3186,2826,99,78.95,88.7,3.5,3.74,76.14,MEDIUM
4,SUP004,18,2025-03-01,8,6,2,3162,3035,89,75.0,95.98,2.93,4.51,76.37,MEDIUM
4,SUP004,16,2025-04-01,8,7,1,4146,3979,156,87.5,95.97,3.92,6.87,75.85,MEDIUM
4,SUP004,18,2025-04-01,8,6,2,4867,4416,113,75.0,90.73,2.56,6.09,73.43,MEDIUM
4,SUP004,15,2025-04-01,17,12,5,1053,956,35,70.59,90.79,3.66,5.51,70.35,MEDIUM
4,SUP004,17,2025-04-01,20,14,6,3182,3038,111,70.0,95.47,3.65,3.76,73.92,MEDIUM
4,SUP004,19,2025-04-01,8,6,2,2532,2230,59,75.0,88.07,2.65,4.79,74.54,MEDIUM
4,SUP004,18,2025-05-01,17,14,3,2665,2475,51,82.35,92.87,2.06,3.99,81.05,MEDIUM
4,SUP004,15,2025-05-01,18,14,4,3223,2871,73,77.78,89.08,2.54,4.35,76.77,MEDIUM
4,SUP004,19,2025-05-01,10,8,2,2973,2755,89,80.0,92.67,3.23,4.05,77.63,MEDIUM
4,SUP004,16,2025-05-01,11,9,2,1031,953,23,81.82,92.43,2.41,4.2,79.71,MEDIUM
4,SUP004,17,2025-05-01,8,6,2,4716,4326,179,75.0,91.73,4.14,4.99,72.17,MEDIUM
4,SUP004,16,2025-06-01,8,6,2,1926,1817,55,75.0,94.34,3.03,3.49,77.3,MEDIUM
4,SUP004,15,2025-06-01,16,12,4,4306,4127,121,75.0,95.84,2.93,3.73,77.5,MEDIUM
4,SUP004,17,2025-06-01,7,6,1,4640,4253,95,85.71,91.66,2.23,5.33,79.74,MEDIUM
4,SUP004,19,2025-06-01,11,9,2,1008,941,27,81.82,93.35,2.87,3.64,79.87,MEDIUM
4,SUP004,18,2025-06-01,14,10,4,2938,2767,100,71.43,94.18,3.61,5.76,71.25,MEDIUM
4,SUP004,16,2025-07-01,9,7,2,2439,2301,36,77.78,94.34,1.56,5.22,78.74,MEDIUM
4,SUP004,18,2025-07-01,13,10,3,3357,3105,134,76.92,92.49,4.32,5.89,71.43,MEDIUM
4,SUP004,15,2025-07-01,8,6,2,4249,3752,79,75.0,88.3,2.11,6.16,73.62,MEDIUM
4,SUP004,17,2025-07-01,6,4,2,4554,4225,170,66.67,92.78,4.02,5.69,68.28,HIGH
4,SUP004,19,2025-07-01,16,12,4,3047,2850,97,75.0,93.53,3.4,6.76,71.44,MEDIUM
4,SUP004,15,2025-08-01,20,14,6,3040,2801,125,70.0,92.14,4.46,5.17,69.35,HIGH
4,SUP004,19,2025-08-01,11,9,2,2295,2195,64,81.82,95.64,2.92,4.82,78.58,MEDIUM
4,SUP004,17,2025-08-01,10,8,2,1380,1262,52,80.0,91.45,4.12,5.91,72.76,MEDIUM
4,SUP004,16,2025-08-01,11,8,3,1563,1452,26,72.73,92.9,1.79,4.24,77.37,MEDIUM
4,SUP004,18,2025-08-01,10,7,3,4949,4505,200,70.0,91.03,4.44,6.27,67.47,HIGH
4,SUP004,17,2025-09-01,18,14,4,870,793,25,77.78,91.15,3.15,3.78,76.92,MEDIUM
4,SUP004,16,2025-09-01,17,14,3,4806,4387,120,82.35,91.28,2.74,5.3,77.34,MEDIUM
4,SUP004,18,2025-09-01,18,15,3,2879,2543,111,83.33,88.33,4.36,3.32,76.71,MEDIUM
4,SUP004,19,2025-09-01,15,11,4,4999,4764,180,73.33,95.3,3.78,6.21,71.29,MEDIUM
4,SUP004,15,2025-09-01,10,7,3,2065,1864,76,70.0,90.27,4.08,3.19,72.63,MEDIUM
4,SUP004,17,2025-10-01,14,10,4,3664,3372,128,71.43,92.03,3.8,4.12,72.81,MEDIUM
4,SUP004,15,2025-10-01,16,12,4,1519,1434,40,75.0,94.4,2.79,4.6,76.12,MEDIUM
4,SUP004,19,2025-10-01,19,14,5,2527,2361,78,73.68,93.43,3.3,6.15,72.0,MEDIUM
4,SUP004,18,2025-10-01,20,15,5,2600,2443,52,75.0,93.96,2.13,6.31,74.77,MEDIUM
4,SUP004,16,2025-10-01,8,7,1,1107,1014,36,87.5,91.6,3.55,4.38,79.23,MEDIUM
4,SUP004,17,2025-11-01,15,12,3,1473,1311,23,80.0,89.0,1.75,4.49,79.01,MEDIUM
4,SUP004,15,2025-11-01,13,11,2,3667,3326,69,84.62,90.7,2.07,5.77,78.72,MEDIUM
4,SUP004,16,2025-11-01,20,16,4,1990,1873,35,80.0,94.12,1.87,5.01,79.28,MEDIUM
4,SUP004,18,2025-11-01,10,8,2,2725,2428,81,80.0,89.1,3.34,5.35,74.58,MEDIUM
4,SUP004,19,2025-11-01,14,11,3,3463,3069,98,78.57,88.62,3.19,3.25,77.32,MEDIUM
4,SUP004,18,2025-12-01,9,6,3,4850,4356,96,66.67,89.81,2.2,3.4,74.61,MEDIUM
4,SUP004,17,2025-12-01,11,9,2,3495,3287,69,81.82,94.05,2.1,5.04,79.48,MEDIUM
4,SUP004,16,2025-12-01,19,13,6,1517,1398,34,68.42,92.16,2.43,3.65,75.07,MEDIUM
4,SUP004,19,2025-12-01,14,12,2,2156,1996,39,85.71,92.58,1.95,4.31,82.06,MEDIUM
4,SUP004,15,2025-12-01,11,9,2,4753,4284,75,81.82,90.13,1.75,4.7,79.71,MEDIUM
4,SUP004,17,2026-01-01,14,10,4,818,729,18,71.43,89.12,2.47,4.89,73.58,MEDIUM
4,SUP004,16,2026-01-01,20,16,4,3334,3187,97,80.0,95.59,3.04,4.14,78.6,MEDIUM
4,SUP004,18,2026-01-01,11,9,2,1323,1236,24,81.82,93.42,1.94,6.86,76.91,MEDIUM
4,SUP004,15,2026-01-01,12,9,3,1978,1827,45,75.0,92.37,2.46,3.32,78.19,MEDIUM
4,SUP004,19,2026-01-01,14,11,3,2182,2045,61,78.57,93.72,2.98,6.6,73.99,MEDIUM
4,SUP004,17,2026-02-01,13,9,4,4723,4209,181,69.23,89.12,4.3,4.27,69.97,HIGH
4,SUP004,19,2026-02-01,13,11,2,4214,3753,103,84.62,89.06,2.74,5.26,77.73,MEDIUM
4,SUP004,16,2026-02-01,7,5,2,2748,2446,59,71.43,89.01,2.41,5.13,73.3,MEDIUM
4,SUP004,15,2026-02-01,16,12,4,4152,3854,107,75.0,92.82,2.78,5.76,74.01,MEDIUM
4,SUP004,18,2026-02-01,20,14,6,4396,4036,85,70.0,91.81,2.11,6.86,71.45,MEDIUM
4,SUP004,18,2026-03-01,11,8,3,984,937,17,72.73,95.22,1.81,5.3,76.32,MEDIUM
4,SUP004,19,2026-03-01,14,11,3,3024,2836,76,78.57,93.78,2.68,6.27,75.11,MEDIUM
4,SUP004,16,2026-03-01,14,11,3,1763,1576,53,78.57,89.39,3.36,6.61,72.14,MEDIUM
4,SUP004,15,2026-03-01,11,8,3,3388,3148,88,72.73,92.92,2.8,5.56,73.39,MEDIUM
4,SUP004,17,2026-03-01,12,10,2,2951,2737,83,83.33,92.75,3.03,5.04,77.9,MEDIUM
4,SUP004,17,2026-04-01,13,10,3,2955,2713,42,76.92,91.81,1.55,4.32,79.15,MEDIUM
4,SUP004,16,2026-04-01,11,9,2,837,792,13,81.82,94.62,1.64,3.18,83.33,MEDIUM
4,SUP004,18,2026-04-01,14,11,3,805,767,16,78.57,95.28,2.09,6.53,76.28,MEDIUM
4,SUP004,15,2026-04-01,18,15,3,1114,1040,28,83.33,93.36,2.69,5.05,78.71,MEDIUM
4,SUP004,19,2026-04-01,17,12,5,1098,970,25,70.59,88.34,2.58,3.26,75.28,MEDIUM
4,SUP004,15,2026-05-01,17,14,3,755,673,22,82.35,89.14,3.27,6.13,74.49,MEDIUM
4,SUP004,18,2026-05-01,8,7,1,797,765,21,87.5,95.98,2.75,4.98,81.04,MEDIUM
4,SUP004,17,2026-05-01,7,6,1,3020,2850,105,85.71,94.37,3.68,5.75,76.89,MEDIUM
4,SUP004,16,2026-05-01,16,13,3,2668,2487,95,81.25,93.22,3.82,4.67,76.16,MEDIUM
4,SUP004,19,2026-05-01,6,5,1,1065,1021,30,83.33,95.87,2.94,4.15,80.2,MEDIUM
4,SUP004,16,2026-06-01,16,11,5,4969,4488,196,68.75,90.32,4.37,4.93,68.95,HIGH
4,SUP004,18,2026-06-01,20,16,4,2871,2728,42,80.0,95.02,1.54,5.27,79.77,MEDIUM
4,SUP004,15,2026-06-01,6,4,2,2433,2293,60,66.67,94.25,2.62,4.53,73.2,MEDIUM
4,SUP004,17,2026-06-01,6,5,1,2675,2561,99,83.33,95.74,3.87,6.1,75.39,MEDIUM
4,SUP004,19,2026-06-01,8,7,1,3943,3588,150,87.5,91.0,4.18,4.79,77.2,MEDIUM
4,SUP004,17,2026-07-01,15,11,4,920,853,17,73.33,92.72,1.99,5.52,75.25,MEDIUM
4,SUP004,18,2026-07-01,7,6,1,3244,2929,131,85.71,90.29,4.47,5.17,75.16,MEDIUM
4,SUP004,19,2026-07-01,20,17,3,3577,3171,139,85.0,88.65,4.38,6.5,72.65,MEDIUM
4,SUP004,15,2026-07-01,15,11,4,1756,1641,71,73.33,93.45,4.33,4.49,72.31,MEDIUM
4,SUP004,16,2026-07-01,18,15,3,3826,3458,59,83.33,90.38,1.71,3.24,82.66,MEDIUM
4,SUP004,18,2026-08-01,13,11,2,1599,1516,44,84.62,94.81,2.9,3.77,81.09,MEDIUM
4,SUP004,15,2026-08-01,18,13,5,1627,1501,40,72.22,92.26,2.66,5.6,73.22,MEDIUM
4,SUP004,19,2026-08-01,8,6,2,3348,2978,133,75.0,88.95,4.47,4.57,71.45,MEDIUM
4,SUP004,16,2026-08-01,13,10,3,4304,3858,128,76.92,89.64,3.32,4.25,75.17,MEDIUM
4,SUP004,17,2026-08-01,15,12,3,3614,3223,114,80.0,89.18,3.54,3.13,77.53,MEDIUM
5,SUP005,13,2025-01-01,11,10,1,2136,2071,36,90.91,96.96,1.74,2.7,88.08,LOW
5,SUP005,6,2025-01-01,20,18,2,1307,1281,26,90.0,98.01,2.03,2.9,87.09,LOW
5,SUP005,3,2025-01-01,8,7,1,2324,2282,48,87.5,98.19,2.1,3.45,85.17,LOW
5,SUP005,8,2025-01-01,9,8,1,3762,3711,49,88.89,98.64,1.32,2.41,88.96,LOW
5,SUP005,21,2025-01-01,18,17,1,3717,3585,64,94.44,96.45,1.79,1.67,90.81,LOW
5,SUP005,20,2025-01-01,16,14,2,3683,3575,64,87.5,97.07,1.79,1.87,87.88,LOW
5,SUP005,6,2025-02-01,11,10,1,3536,3379,30,90.91,95.56,0.89,3.16,88.74,LOW
5,SUP005,13,2025-02-01,14,12,2,4281,4226,49,85.71,98.72,1.16,2.99,87.16,LOW
5,SUP005,21,2025-02-01,12,11,1,1118,1086,25,91.67,97.14,2.3,1.23,89.5,LOW
5,SUP005,20,2025-02-01,19,17,2,1913,1876,38,89.47,98.07,2.03,1.74,88.64,LOW
5,SUP005,8,2025-02-01,15,14,1,3687,3591,62,93.33,97.4,1.73,1.96,90.29,LOW
5,SUP005,3,2025-02-01,13,12,1,4960,4768,69,92.31,96.13,1.45,1.57,90.71,LOW
5,SUP005,20,2025-03-01,15,14,1,1597,1526,18,93.33,95.55,1.18,1.29,91.93,LOW
5,SUP005,13,2025-03-01,19,18,1,3851,3750,39,94.74,97.38,1.04,1.76,92.52,LOW
5,SUP005,8,2025-03-01,17,15,2,1142,1102,27,88.24,96.5,2.45,1.13,87.82,LOW
5,SUP005,21,2025-03-01,14,13,1,3523,3392,55,92.86,96.28,1.62,2.45,89.3,LOW
5,SUP005,6,2025-03-01,17,15,2,2636,2551,46,88.24,96.78,1.8,2.8,86.68,LOW
5,SUP005,3,2025-03-01,13,12,1,2758,2619,60,92.31,94.96,2.29,2.91,86.72,LOW
5,SUP005,3,2025-04-01,6,6,0,3934,3819,91,100.0,97.08,2.38,0.0,94.5,LOW
5,SUP005,20,2025-04-01,11,10,1,4684,4494,82,90.91,95.94,1.82,2.44,88.04,LOW
5,SUP005,13,2025-04-01,10,9,1,3966,3885,36,90.0,97.96,0.93,3.48,88.42,LOW
5,SUP005,21,2025-04-01,19,18,1,1263,1233,19,94.74,97.62,1.54,2.66,90.23,LOW
5,SUP005,6,2025-04-01,10,9,1,3202,3047,54,90.0,95.16,1.77,1.61,88.83,LOW
5,SUP005,8,2025-04-01,12,11,1,1122,1074,23,91.67,95.72,2.14,3.39,86.23,LOW
5,SUP005,21,2025-05-01,11,10,1,4878,4682,115,90.91,95.98,2.46,3.06,85.86,LOW
5,SUP005,8,2025-05-01,12,11,1,3173,2987,38,91.67,94.14,1.27,3.48,87.44,LOW
5,SUP005,13,2025-05-01,13,12,1,4877,4708,111,92.31,96.53,2.36,2.73,87.25,LOW
5,SUP005,6,2025-05-01,14,13,1,3265,3111,68,92.86,95.28,2.19,3.42,86.46,LOW
5,SUP005,3,2025-05-01,20,17,3,2188,2064,37,85.0,94.33,1.79,2.12,85.82,LOW
5,SUP005,20,2025-05-01,12,11,1,4902,4778,91,91.67,97.47,1.9,3.5,86.98,LOW
5,SUP005,20,2025-06-01,14,12,2,2866,2714,36,85.71,94.7,1.33,2.13,87.11,LOW
5,SUP005,3,2025-06-01,16,15,1,898,855,7,93.75,95.21,0.82,2.1,91.52,LOW
5,SUP005,21,2025-06-01,13,11,2,2823,2701,48,84.62,95.68,1.78,2.42,85.58,LOW
5,SUP005,6,2025-06-01,16,15,1,4275,4054,87,93.75,94.83,2.15,1.42,89.79,LOW
5,SUP005,8,2025-06-01,13,11,2,3575,3438,67,84.62,96.17,1.95,2.65,85.02,LOW
5,SUP005,13,2025-06-01,14,12,2,3445,3359,73,85.71,97.5,2.17,2.48,85.6,LOW
5,SUP005,20,2025-07-01,6,6,0,578,557,6,100.0,96.37,1.08,0.0,96.94,LOW
5,SUP005,8,2025-07-01,7,7,0,2919,2860,58,100.0,97.98,2.03,0.0,95.44,LOW
5,SUP005,3,2025-07-01,14,12,2,962,911,23,85.71,94.7,2.52,1.59,85.53,LOW
5,SUP005,13,2025-07-01,20,17,3,2533,2464,35,85.0,97.28,1.42,2.62,86.55,LOW
5,SUP005,6,2025-07-01,17,15,2,2007,1979,34,88.24,98.6,1.72,2.6,87.61,LOW
5,SUP005,21,2025-07-01,13,12,1,896,844,16,92.31,94.2,1.9,3.09,87.05,LOW
5,SUP005,20,2025-08-01,12,11,1,4640,4513,67,91.67,97.26,1.48,2.23,89.67,LOW
5,SUP005,6,2025-08-01,6,5,1,1108,1094,21,83.33,98.74,1.92,2.91,84.81,MEDIUM
5,SUP005,21,2025-08-01,6,5,1,1794,1726,14,83.33,96.21,0.81,3.4,85.66,LOW
5,SUP005,8,2025-08-01,7,6,1,3612,3524,66,85.71,97.56,1.87,2.85,85.66,LOW
5,SUP005,3,2025-08-01,20,19,1,3112,3015,64,95.0,96.88,2.12,3.05,88.4,LOW
5,SUP005,13,2025-08-01,6,5,1,3773,3729,51,83.33,98.83,1.37,2.99,85.82,LOW
5,SUP005,8,2025-09-01,11,10,1,1249,1174,16,90.91,94.0,1.36,1.9,89.29,LOW
5,SUP005,6,2025-09-01,12,10,2,2395,2259,24,83.33,94.32,1.06,1.55,87.46,LOW
5,SUP005,20,2025-09-01,17,16,1,4503,4270,75,94.12,94.83,1.76,2.99,88.36,LOW
5,SUP005,3,2025-09-01,9,8,1,1673,1655,28,88.89,98.92,1.69,2.03,88.86,LOW
5,SUP005,21,2025-09-01,9,9,0,1580,1555,20,100.0,98.42,1.29,0.0,97.03,LOW
5,SUP005,13,2025-09-01,7,6,1,2619,2491,52,85.71,95.11,2.09,2.39,85.3,LOW
5,SUP005,20,2025-10-01,9,8,1,2751,2617,34,88.89,95.13,1.3,2.95,87.31,LOW
5,SUP005,3,2025-10-01,10,9,1,1934,1878,29,90.0,97.1,1.54,2.24,88.83,LOW
5,SUP005,6,2025-10-01,13,12,1,4458,4337,36,92.31,97.29,0.83,2.33,91.09,LOW
5,SUP005,8,2025-10-01,10,9,1,1215,1153,18,90.0,94.9,1.56,2.39,88.02,LOW
5,SUP005,13,2025-10-01,17,16,1,4151,3980,63,94.12,95.88,1.58,2.7,89.4,LOW
5,SUP005,21,2025-10-01,19,18,1,2744,2592,37,94.74,94.46,1.43,1.21,91.84,LOW
5,SUP005,20,2025-11-01,15,14,1,4557,4409,44,93.33,96.75,1.0,1.29,92.59,LOW
5,SUP005,8,2025-11-01,12,10,2,1234,1182,11,83.33,95.79,0.93,2.5,86.67,LOW
5,SUP005,3,2025-11-01,11,10,1,3622,3547,48,90.91,97.93,1.35,2.04,90.08,LOW
5,SUP005,21,2025-11-01,16,15,1,1855,1749,33,93.75,94.29,1.89,2.81,88.08,LOW
5,SUP005,13,2025-11-01,17,15,2,3325,3291,53,88.24,98.98,1.61,1.74,89.21,LOW
5,SUP005,6,2025-11-01,12,10,2,4836,4720,81,83.33,97.6,1.72,1.72,86.72,LOW
5,SUP005,13,2025-12-01,20,19,1,1450,1423,29,95.0,98.14,2.04,1.87,90.65,LOW
5,SUP005,20,2025-12-01,18,16,2,3505,3390,71,88.89,96.72,2.09,2.9,86.2,LOW
5,SUP005,3,2025-12-01,8,7,1,2006,1961,31,87.5,97.76,1.58,3.12,86.6,LOW
5,SUP005,6,2025-12-01,14,13,1,4027,3948,93,92.86,98.04,2.36,1.27,90.04,LOW
5,SUP005,8,2025-12-01,11,10,1,601,574,8,90.91,95.51,1.39,1.21,90.64,LOW
5,SUP005,21,2025-12-01,18,16,2,1247,1216,10,88.89,97.51,0.82,2.19,90.0,LOW
5,SUP005,13,2026-01-01,11,10,1,2194,2120,30,90.91,96.63,1.42,1.24,90.83,LOW
5,SUP005,6,2026-01-01,7,6,1,2474,2349,40,85.71,94.95,1.7,3.04,85.06,LOW
5,SUP005,8,2026-01-01,20,18,2,2488,2410,26,90.0,96.86,1.08,1.95,90.13,LOW
5,SUP005,21,2026-01-01,8,7,1,4755,4631,38,87.5,97.39,0.82,2.74,88.6,LOW
5,SUP005,3,2026-01-01,10,9,1,1682,1649,39,90.0,98.04,2.37,2.41,87.16,LOW
5,SUP005,20,2026-01-01,13,12,1,3982,3763,83,92.31,94.5,2.21,2.88,86.82,LOW
5,SUP005,20,2026-02-01,10,9,1,764,735,10,90.0,96.2,1.36,3.04,87.77,LOW
5,SUP005,6,2026-02-01,10,9,1,1147,1100,16,90.0,95.9,1.45,2.41,88.45,LOW
5,SUP005,13,2026-02-01,17,16,1,3112,2936,26,94.12,94.34,0.89,2.78,90.29,LOW
5,SUP005,8,2026-02-01,8,7,1,2698,2603,24,87.5,96.48,0.92,2.09,89.14,LOW
5,SUP005,21,2026-02-01,19,17,2,3959,3859,62,89.47,97.47,1.61,1.57,89.59,LOW
5,SUP005,3,2026-02-01,12,11,1,1598,1533,19,91.67,95.93,1.24,1.83,90.43,LOW
5,SUP005,13,2026-03-01,6,6,0,1395,1359,15,100.0,97.42,1.1,0.0,97.15,LOW
5,SUP005,8,2026-03-01,12,11,1,1130,1083,26,91.67,95.84,2.4,2.8,86.63,LOW
5,SUP005,6,2026-03-01,17,15,2,1160,1128,25,88.24,97.24,2.22,2.9,85.82,LOW
5,SUP005,20,2026-03-01,13,12,1,1461,1430,17,92.31,97.88,1.19,3.03,89.47,LOW
5,SUP005,3,2026-03-01,7,7,0,3539,3343,68,100.0,94.46,2.03,0.0,94.55,LOW
5,SUP005,21,2026-03-01,7,6,1,1339,1266,18,85.71,94.55,1.42,1.75,87.45,LOW
5,SUP005,3,2026-04-01,9,8,1,3589,3495,64,88.89,97.38,1.83,3.18,86.47,LOW
5,SUP005,6,2026-04-01,7,6,1,3589,3473,31,85.71,96.77,0.89,1.02,90.16,LOW
5,SUP005,21,2026-04-01,12,11,1,1590,1546,30,91.67,97.23,1.94,1.17,90.34,LOW
5,SUP005,13,2026-04-01,17,15,2,1929,1866,25,88.24,96.73,1.34,2.07,88.69,LOW
5,SUP005,8,2026-04-01,13,12,1,2101,2023,21,92.31,96.29,1.04,1.02,92.39,LOW
5,SUP005,20,2026-04-01,15,14,1,4007,3800,39,93.33,94.83,1.03,1.52,91.71,LOW
5,SUP005,21,2026-05-01,15,13,2,1844,1774,36,86.67,96.2,2.03,2.57,85.8,LOW
5,SUP005,6,2026-05-01,8,7,1,4054,3941,54,87.5,97.21,1.37,3.44,86.4,LOW
5,SUP005,13,2026-05-01,13,11,2,3818,3709,41,84.62,97.15,1.11,2.64,86.96,LOW
5,SUP005,20,2026-05-01,9,8,1,3373,3260,59,88.89,96.65,1.81,1.42,88.97,LOW
5,SUP005,8,2026-05-01,12,11,1,3612,3540,48,91.67,98.01,1.36,1.84,90.7,LOW
5,SUP005,3,2026-05-01,9,8,1,2277,2195,50,88.89,96.4,2.28,1.83,87.35,LOW
5,SUP005,6,2026-06-01,7,7,0,848,807,19,100.0,95.17,2.35,0.0,94.08,LOW
5,SUP005,21,2026-06-01,8,8,0,4124,4054,38,100.0,98.3,0.94,0.0,97.7,LOW
5,SUP005,20,2026-06-01,17,15,2,2690,2657,44,88.24,98.77,1.66,3.25,86.8,LOW
5,SUP005,3,2026-06-01,20,17,3,2056,2032,20,85.0,98.83,0.98,3.5,86.49,LOW
5,SUP005,13,2026-06-01,12,10,2,2116,2037,31,83.33,96.27,1.52,1.01,87.84,LOW
5,SUP005,8,2026-06-01,19,18,1,1615,1542,28,94.74,95.48,1.82,2.74,89.02,LOW
5,SUP005,3,2026-07-01,13,12,1,2175,2088,25,92.31,96.0,1.2,1.8,90.83,LOW
5,SUP005,20,2026-07-01,19,17,2,3871,3817,95,89.47,98.61,2.49,3.17,85.71,LOW
5,SUP005,13,2026-07-01,9,8,1,1012,980,21,88.89,96.84,2.14,2.34,86.97,LOW
5,SUP005,21,2026-07-01,7,6,1,1508,1462,21,85.71,96.95,1.44,3.41,85.54,LOW
5,SUP005,6,2026-07-01,17,16,1,4395,4191,99,94.12,95.36,2.36,2.71,87.7,LOW
5,SUP005,8,2026-07-01,13,12,1,3762,3718,48,92.31,98.83,1.29,2.74,89.94,LOW
5,SUP005,8,2026-08-01,13,12,1,2485,2376,30,92.31,95.61,1.26,2.96,88.86,LOW
5,SUP005,21,2026-08-01,11,10,1,2529,2412,23,90.91,95.37,0.95,2.38,89.73,LOW
5,SUP005,6,2026-08-01,10,9,1,769,730,16,90.0,94.93,2.19,1.04,88.79,LOW
5,SUP005,20,2026-08-01,8,7,1,1587,1512,30,87.5,95.27,1.98,3.07,85.25,LOW
5,SUP005,3,2026-08-01,10,9,1,4871,4737,63,90.0,97.25,1.33,1.9,89.8,LOW
5,SUP005,13,2026-08-01,11,10,1,4248,4017,78,90.91,94.56,1.94,2.22,87.79,LOW
6,SUP006,10,2025-01-01,8,7,1,4811,4620,157,87.5,96.03,3.4,3.81,81.5,MEDIUM
6,SUP006,2,2025-01-01,11,9,2,1138,1070,14,81.82,94.02,1.31,4.86,81.33,MEDIUM
6,SUP006,1,2025-01-01,15,13,2,2834,2705,74,86.67,95.45,2.74,5.47,79.85,MEDIUM
6,SUP006,7,2025-01-01,9,7,2,3781,3501,90,77.78,92.59,2.57,4.76,76.98,MEDIUM
6,SUP006,16,2025-01-01,13,11,2,3563,3411,78,84.62,95.73,2.29,3.06,83.62,MEDIUM
6,SUP006,11,2025-01-01,13,11,2,2670,2420,57,84.62,90.64,2.36,3.15,82.07,MEDIUM
6,SUP006,2,2025-02-01,6,5,1,4725,4577,155,83.33,96.87,3.39,2.74,81.67,MEDIUM
